num__age,num__fare,num__sibsp,num__parch,cat__sex_0,cat__sex_1,cat__embarked_0,cat__embarked_1,cat__embarked_2,cat__embarked_3,cat__pclass_1,cat__pclass_2,cat__pclass_3
-0.5573595573867378,-0.526824974120659,0.48400949940768595,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6082975850658523,0.7015874288349462,0.48400949940768595,-0.49715690120713385,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.26594527177359034,-0.5138757996755651,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.38973687085599173,0.3527596900386846,0.48400949940768595,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.38973687085599173,-0.5114778044079551,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.10202473611619481,-0.5036449926658338,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.7739547275184426,0.32901953688934565,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-2.014430985452476,-0.2616066975229944,2.513225796389642,0.6984596955609427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.19309170037030346,-0.45232789393898015,-0.5305986490832921,1.894076292329019,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.140188128613033,-0.08903161089606695,0.48400949940768595,-0.49715690120713385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.868723842645902,-0.34553653188934397,0.48400949940768595,0.6984596955609427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.06536901313159,-0.1565745048016769,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7030667001933116,-0.5114778044079551,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6811511564691393,-0.06593028368601937,0.48400949940768595,5.48092608263325,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.140188128613033,-0.5152340241951394,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.8468082989217294,-0.3589653053879599,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-2.014430985452476,-0.10717580228891115,3.52783394488062,0.6984596955609427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.10202473611619481,-0.4165171918105996,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.09832258524284414,-0.3205973811062001,0.48400949940768595,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.10202473611619481,-0.527304573174181,-0.5305986490832921,-0.49715690120713385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.38973687085599173,-0.16712568397916086,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3168832994527048,-0.4165171918105996,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.0673345572097461,-0.5118768308204854,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.12023812896701655,0.015121956359198257,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.5773095570327544,-0.2616066975229944,2.513225796389642,0.6984596955609427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6082975850658523,-0.06377208794517036,0.48400949940768595,5.48092608263325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.10202473611619481,-0.527304573174181,-0.5305986490832921,-0.49715690120713385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7759202715965986,4.379473343409376,2.513225796389642,1.894076292329019,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.10202473611619481,-0.5147544251416174,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.10202473611619481,-0.5144359713700788,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7540047278724262,-0.1341139219271347,-0.5305986490832921,-0.49715690120713385,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10202473611619481,2.144940780409398,0.48400949940768595,-0.49715690120713385,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10202473611619481,-0.5172329930502191,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.6481975843578853,-0.4644770971627994,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.12023812896701655,0.9104528166437762,0.48400949940768595,-0.49715690120713385,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8997118706789999,0.3316573316837167,0.48400949940768595,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.10202473611619481,-0.5272240005331893,-0.5305986490832921,-0.49715690120713385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6302131287900248,-0.5114778044079551,-0.5305986490832921,-0.49715690120713385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.8487738429998853,-0.3205973811062001,1.498617647898664,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.140188128613033,-0.45024835244290873,0.48400949940768595,-0.49715690120713385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7540047278724262,-0.48414065835720127,0.48400949940768595,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.19309170037030346,-0.26304549468356037,0.48400949940768595,-0.49715690120713385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.10202473611619481,-0.5144359713700788,-0.5305986490832921,-0.49715690120713385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.9415774140491888,0.13174509900603537,0.48400949940768595,1.894076292329019,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7759202715965986,-0.5147544251416174,-0.5305986490832921,-0.49715690120713385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
