num__age,num__fare,num__sibsp,num__parch,cat__sex_0,cat__sex_1,cat__embarked_0,cat__embarked_1,cat__embarked_2,cat__embarked_3,cat__pclass_1,cat__pclass_2,cat__pclass_3
-1.8333363079824583,-0.47252123335780327,0.45906801125077706,0.6917393675304345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.6086164731634681,-0.539675059549599,-0.5199647882534312,-0.48365516754160454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9042727345541081,4.240458564633707,-0.5199647882534312,-0.48365516754160454,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10432007059094264,-0.5636328997892693,-0.5199647882534312,-0.48365516754160454,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.3924894434895286,-0.43186477847108273,-0.5199647882534312,-0.48365516754160454,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.032277727366296145,-0.4863144153794243,-0.5199647882534312,-0.48365516754160454,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.032277727366296145,-0.508094270142761,-0.5199647882534312,-0.48365516754160454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1838493023076433,-0.5439395551122604,-0.5199647882534312,-0.48365516754160454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9688281892867006,-0.5456645196095167,-0.5199647882534312,-0.48365516754160454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6881457048801687,-0.03383793267110592,0.45906801125077706,5.39331750781859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.17636241381558915,-0.4131711291277109,0.45906801125077706,-0.48365516754160454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6086164731634681,-0.4863144153794243,-0.5199647882534312,-0.48365516754160454,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.24840475704023562,-0.5263348985070553,1.4381008107549853,-0.48365516754160454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.39997633198158283,1.103070485975066,0.45906801125077706,-0.48365516754160454,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-2.061710536004588,-0.0833871022576967,-0.5199647882534312,1.8671339026024736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.039764615858350345,-0.4863144153794243,-0.5199647882534312,-0.48365516754160454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.10432007059094264,1.009961606861802,-0.5199647882534312,-0.48365516754160454,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
